,Datetime,Tweet Id,Text
0,2020-02-29 19:30:48,1233837037612126210,RT @propublica: Journalism will be important as coronavirus spreads. Help our newly-assembled reporting team figure out which stories need…
1,2020-02-27 02:03:45,1232848766144671744,👀 https://t.co/gI1jdicGGV
2,2020-02-27 01:59:41,1232847743049011200,"RT @TwitterDev: In November, we gave people the ability to hide replies to their Tweets. Starting today, we’re opening this feature up to d…"
3,2020-02-27 00:27:40,1232824583830437888,@cyberadam26 Happy birthday!
4,2020-02-27 00:22:05,1232823180797992960,👀 #bitcoin https://t.co/YvUcrMCSMW
5,2020-02-25 22:33:10,1232433383692623872,RT @MatthewACherry: New updated #HairLove book cover that is coming soon. Before vs. After. Can you spot the two differences? https://t.co/…
6,2020-02-25 17:06:09,1232351085966159872,@taylordelo 32 wrinkles
7,2020-02-24 20:16:46,1232036668934250496,"RT @Phil_Lewis_: “Now I’m going to have to look at another crying meme for the next three, four years.” - Michael Jordan

#KobeFarewell htt…"
8,2020-02-23 23:18:30,1231720016321474560,RT @LilNasX: sending $20 on cashapp. to the first 7 people to reply with the phrase he said in this video https://t.co/KOrou9w65r
9,2020-02-23 06:32:28,1231466838757765120,@bitcoinzay Yessir! Would love for you to come to Square to speak to our team as well!
10,2020-02-23 06:14:13,1231462247546769408,"RT @SylviaObell: Rihanna accepting the black party’s nomination for President tonight 
https://t.co/OZFYpGXQRh"
11,2020-02-23 05:04:41,1231444749174759425,RT @chancetherapper: D SMOOOOOOKE #WilderFury2
12,2020-02-23 03:47:07,1231425225692086272,Get the book here: https://t.co/ffCWuj2Pms
13,2020-02-23 03:45:42,1231424871294308353,RT @TJay: I can’t wait for this fight man #TysonFury2
14,2020-02-23 03:45:28,1231424810783109120,Excellent interview with @bitcoinzay on his book #Bitcoin And Black America. https://t.co/4gGL8MAP5G
15,2020-02-23 02:28:38,1231405475066834945,@aprilnettles @djcap 🤫
16,2020-02-22 04:30:30,1231073755847262208,@ceobrags I’m extremely proud I was able to find this and push the follow button.
17,2020-02-22 03:09:51,1231053461447311360,@fariole @laurafariole Congrats!
18,2020-02-22 02:43:44,1231046886800277509,@JustCallMeSio 💯
